SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_02525	723	2	Trachymyrmex septentrionalis aspartate mitochondrial (LOC108745795) transcript variant mRNA	aspartate mitochondrial	gi|751204043|ref|XP_011175557.1|PREDICTED: aspartate aminotransferase, mitochondrial [Solenopsis invicta]	AATM_CHICK Aspartate mitochondrial OS=Gallus gallus GN=GOT2 PE=1 SV=2	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]	blasted	Aminotran_1_2	No	no	conserved	F:pyridoxal phosphate binding; F:L-phenylalanine:2-oxoglutarate aminotransferase activity; P:cellular amino acid metabolic process; P:biosynthetic process; F:L-aspartate:2-oxoglutarate aminotransferase activity; F:Wnt-activated receptor activity; P:cytoskeleton organization; P:midgut development; P:ventral midline determination; P:post-embryonic development; P:oligosaccharide metabolic process; P:relaxation of smooth muscle; P:thalamus development; P:detection of cell density by contact stimulus involved in contact inhibition; C:microtubule; F:L-ornithine transmembrane transporter activity; P:facial nerve development; F:calcium ion binding; P:pigmentation; P:heart looping; P:cellular response to electrical stimulus; P:positive regulation of the force of heart contraction; P:cell fate specification; P:protein localization to nucleus; P:positive regulation of epithelial cell proliferation; P:positive regulation of organ growth; P:negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter; C:proteasome complex; F:ion channel binding; P:dentate gyrus development; C:Z disc; P:positive regulation of NFAT protein import into nucleus; F:calmodulin binding; P:intestinal D-glucose absorption; P:cellular response to epidermal growth factor stimulus; P:neuron projection regeneration; F:sodium:inorganic phosphate symporter activity; P:regulation of the force of heart contraction by cardiac conduction; P:cellular response to reactive oxygen species; P:multicellular organism growth; P:calcium ion import; P:pancreas morphogenesis; P:palate development; P:lactation; P:bile acid metabolic process; P:regulation of osteoblast differentiation; P:astrocyte activation; C:extracellular exosome; P:negative regulation of cell adhesion involved in substrate-bound cell migration; P:negative regulation of anoikis; P:cellular response to cholesterol; P:regulation of bicellular tight junction assembly; F:carbohydrate binding; P:cell communication by electrical coupling involved in cardiac conduction; P:sodium ion import across plasma membrane; P:left/right axis specification; P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand; P:prepulse inhibition; P:response to ATP; P:cellular response to fibroblast growth factor stimulus; F:chromatin binding; P:type B pancreatic cell development; P:regulation of heart morphogenesis; P:regulation of dopamine metabolic process; C:mitochondrion; P:desmosome disassembly; P:response to vitamin A; P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion; P:positive regulation of fibroblast migration; P:negative regulation of hair follicle development; C:cation-transporting ATPase complex; P:epithelial-mesenchymal cell signaling; F:drug binding; P:calcium ion export; P:cellular sodium ion homeostasis; P:positive regulation of fat cell differentiation; C:Golgi apparatus; P:smoothened signaling pathway involved in ventral spinal cord patterning; F:calcium:sodium antiporter activity; C:endoplasmic reticulum membrane; P:sensory perception of sound; P:white fat cell differentiation; F:transcriptional repressor activity	Aspartate transaminase; Histidinol-phosphate transaminase; Aromatic-amino-acid transaminase; Tyrosine transaminase; Aspartate transaminase; Alcohol sulfotransferase; Alpha-glucosidase; Oligo-1,6-glucosidase; Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase; Glycosyltransferases; Beta-fructofuranosidase; Sucrose alpha-glucosidase	no	conserved Aminotran_1_2 Aspartate transaminase; Histidinol-phosphate transaminase; Aromatic-amino-acid transaminase; Tyrosine transaminase; Aspartate transaminase; Alcohol sulfotransferase; Alpha-glucosidase; Oligo-1,6-glucosidase; Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase; Glycosyltransferases; Beta-fructofuranosidase; Sucrose alpha-glucosidase
SSAE_02526	121	10	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_02527	518	0	Solenopsis invicta uncharacterized LOC105205443 (LOC105205443) mRNA	PREDICTED: uncharacterized protein LOC105199479	gi|751223281|ref|XP_011164919.1|PREDICTED: uncharacterized protein LOC105199479 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_02528	225	3	Solenopsis invicta growth hormone-regulated TBC 1-A (LOC105200287) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_02529	598	2	Papilio xuthus uncharacterized LOC106122638 (LOC106122638) mRNA	reverse transcriptase domain	gi|910343632|ref|XP_013175595.1|PREDICTED: uncharacterized protein LOC106123731 [Papilio xuthus]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_02530	426	10	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02531	352	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript
SSAE_02532	806	5	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	Unrelated	unrelated unknown Allergenic  
SSAE_02533	480	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_02534	598	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02535	395	3	Solenopsis invicta uncharacterized LOC105205557 (LOC105205557) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02536	467	3	Solenopsis invicta uncharacterized LOC105201542 (LOC105201542) mRNA	PREDICTED: uncharacterized protein LOC105201542	gi|751228915|ref|XP_011167891.1|PREDICTED: uncharacterized protein LOC105201542 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_02537	395	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02538	699	2	Cerapachys biroi uncharacterized LOC105285993 (LOC105285993) transcript variant mRNA	retrovirus-like pol	gi|861625262|gb|KMQ88500.1|hypothetical protein RF55_12002 [Lasius niger]	NA	none	blasted	no	No	no	conserved	F:nucleic acid binding; F:zinc ion binding; F:aspartic-type endopeptidase activity; P:proteolysis; P:DNA integration	none	no	conserved transcript 
SSAE_02539	712	0	Solenopsis invicta E3 ubiquitin- ligase TRIM37-like (LOC105194798) mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02540	501	3	Acromyrmex echinatior sodium potassium calcium exchanger Nckx30C (LOC105150819) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02541	155	1	Solenopsis invicta plasma membrane calcium-transporting ATPase 3-like (LOC105200165) mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02542	1091	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_02543	942	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_02544	345	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02545	324	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_02546	597	1	Homo sapiens isolate subject_C ataxin 10 (SCA10) intron and microsatellite sequence	Cleavage stimulation factor subunit 2	gi|1129208209|gb|OLQ09961.1|Cleavage stimulation factor subunit 2 [Symbiodinium microadriaticum]	XYNA_RUMFL Bifunctional endo-1,4-beta-xylanase OS=Ruminococcus flavefaciens GN=xynA PE=3 SV=1	none	blasted	no	No	Allergenic	Solenopsidini	none	none	no	contaminant
SSAE_02547	620	5	Solenopsis invicta uncharacterized LOC105200088 (LOC105200088) mRNA	PREDICTED: uncharacterized protein LOC105200088, partial	gi|751224807|ref|XP_011165765.1|PREDICTED: uncharacterized protein LOC105200088, partial [Solenopsis invicta]	NA	none	blasted	rve              	No	Allergenic	conserved	F:nucleic acid binding; P:DNA integration	none	no	Allergenic conserved rve  
SSAE_02548	99	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_02549	601	3	Acromyrmex echinatior PF14_0175-like (LOC105153839) transcript variant mRNA	PF14_0175-like isoform X3	gi|751204694|ref|XP_011175907.1|PREDICTED: uncharacterized protein LOC105207916 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_02550	437	1	Aphaenogaster albisetosa isolate 2468aph ultra conserved element locus uce-860 genomic sequence	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_02551	558	0	NA	NA	NA	NA	serine/threonine-protein kinase haspin [EC:2.7.11.1]	blasted	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_02553	321	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02554	534	1	Bombus terrestris uncharacterized LOC100642402 (LOC100642402) transcript variant mRNA	proline-rich transmembrane 3-like	gi|322797244|gb|EFZ19420.1|hypothetical protein SINV_10345, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	C:integral component of membrane	none	no	Allergenic conserved transcript 
SSAE_02555	729	2	Trachymyrmex septentrionalis histone-lysine N-methyltransferase SETMAR-like (LOC108748511) mRNA	histone-lysine N-methyltransferase SETMAR-like	gi|1070159142|ref|XP_018342242.1|PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex septentrionalis]	MOS1T_DROMA Mariner Mos1 transposase OS=Drosophila mauritiana GN=mariner\T PE=1 SV=1	none	blasted	DDE_3	No	Allergenic	conserved	serine-type endopeptidase activity,proteolysis,integral component of membrane	Acting on peptide bonds (peptidases)	no	Allergenic conserved DDE_3 Acting on peptide bonds (peptidases)
SSAE_02556	441	6	Cerapachys biroi organic cation transporter (LOC105283178) transcript variant mRNA	organic cation transporter -like	gi|751231090|ref|XP_011169083.1|PREDICTED: organic cation transporter protein-like isoform X2 [Solenopsis invicta]	NA	none	blasted	zf-Di19	No	no	conserved	P:transmembrane transport; F:transmembrane transporter activity; C:membrane; C:integral component of membrane; F:transporter activity	none	no	conserved zf-Di19
SSAE_02557	595	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02558	461	6	NA	hypothetical protein SINV_10399, partial	gi|322782780|gb|EFZ10585.1|hypothetical protein SINV_10399, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	F:aspartic-type endopeptidase activity; P:proteolysis	none	no	Allergenic  
SSAE_02559	804	1	Wasmannia auropunctata uncharacterized LOC105457398 (LOC105457398) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105457398 isoform X1	gi|780694116|ref|XP_011700339.1|PREDICTED: uncharacterized protein LOC105457398 isoform X1 [Wasmannia auropunctata]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_02560	518	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02561	440	2	Acromyrmex echinatior period circadian (LOC105154497) transcript variant mRNA	period circadian isoform X3	gi|444245666|gb|AGD94515.1|period, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	P:regulation of transcription, DNA-templated	none	no	Secreted conserved transcript 
SSAE_02562	477	8	Monomorium pharaonis 15-hydroxyprostaglandin dehydrogenase	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like	gi|751204920|ref|XP_011176027.1|PREDICTED: 15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	-	P:oxidation-reduction process; F:alcohol dehydrogenase (NAD) activity	Alcohol dehydrogenase	no	Secreted Alcohol dehydrogenase
SSAE_02563	500	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	Unrelated	unrelated unknown Allergenic  
SSAE_02564	285	5	Homo sapiens BAC clone RP11-558N14 from complete sequence	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02565	384	1	Cerapachys biroi uncharacterized LOC105283498 (LOC105283498) transcript variant mRNA	RNA-directed DNA polymerase from mobile element jockey-like	gi|861619095|gb|KMQ86947.1|pol-like protein [Lasius niger]	NA	none	blasted	no	No	no	-	F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	none	no	similar to 
SSAE_02566	544	9	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_02567	422	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02568	1035	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_02569	495	2	Atta colombica transcription initiation factor TFIID subunit 6-like (LOC108685297) transcript variant mRNA	transcription initiation factor TFIID subunit 6-like	gi|826475015|ref|XP_012536926.1|PREDICTED: transcription initiation factor TFIID subunit 6-like [Monomorium pharaonis]	TAF6_DROME Transcription initiation factor TFIID subunit 6 OS=Drosophila melanogaster GN=Taf6 PE=1 SV=2	none	blasted	TAF6_C	Secreted	no	conserved	C:nucleus; F:translation initiation factor activity; F:protein heterodimerization activity; P:DNA-templated transcription; SAGA complex,translation initiation factor activity,transcription factor TFIID complex,ribosome,DNA-templated transcription initiation,regulation of translational initiation,SLIK (SAGA-like) complex,protein heterodimerization activity,regulation of DNA-binding transcription factor activity	none	no	Secreted conserved TAF6_C
SSAE_02570	466	2	Solenopsis invicta actin-related 2 3 complex subunit 3-like (LOC105199998) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_02571	620	1	Solenopsis invicta uncharacterized LOC105206092 (LOC105206092) mRNA	PREDICTED: uncharacterized protein LOC105206092, partial	gi|751239831|ref|XP_011173923.1|PREDICTED: uncharacterized protein LOC105206092, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	DNA metabolic process,cellular macromolecule biosynthetic process,organic cyclic compound binding,heterocyclic compound binding	none	no	Allergenic conserved transcript 
SSAE_02572	878	2	Polistes canadensis uncharacterized LOC106789669 (LOC106789669) transcript variant mRNA	hypothetical protein ALC56_10753	gi|1009415984|gb|KYN34785.1|hypothetical protein ALC56_10753 [Trachymyrmex septentrionalis]	NA	none	blasted	Ig_2	No	no	conserved	none	none	no	conserved Ig_2
SSAE_02573	515	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_02574	476	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02575	276	1	Solenopsis invicta uncharacterized LOC105207658 (LOC105207658) mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_02576	443	5	NA	hypothetical protein ALC62_15054, partial	gi|1009369703|gb|KYM94281.1|hypothetical protein ALC62_15054, partial [Cyphomyrmex costatus]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_02577	235	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_02578	310	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_02579	501	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_02580	657	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02581	950	4	Pseudomyrmex gracilis ABC transporter G family member 9 (LOC109856132) transcript variant mRNA	ABC transporter G family member 9 isoform X1	NA	NA	none	blasted	no	No	no	conserved	F:nucleotide binding; F:ATPase activity; F:ATP binding; C:membrane; C:integral component of membrane	none	no	conserved transcript 
SSAE_02582	290	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_02583	447	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_02584	870	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02585	526	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_02586	577	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_02587	309	3	NA	NA	NA	NA	synaptotagmin-6	blasted	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_02588	331	1	Solenopsis invicta hepatoma-derived growth factor-related 2-like (LOC105205470) mRNA	hepatoma-derived growth factor-related 2-	gi|322793578|gb|EFZ17057.1|hypothetical protein SINV_01989, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_02589	297	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript
SSAE_02590	1580	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_02591	512	0	Homo sapiens uncharacterized LOC105369957 (LOC105369957) transcript variant ncRNA	NA	NA	NA	none	blasted	no	No	no	unique	none	none	no	unique  
SSAE_02592	693	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_02593	395	5	Cyphomyrmex costatus LSM14 homolog B-B (LOC108775394) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_02594	228	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_02595	275	2	Cyphomyrmex costatus obg-like ATPase 1 (LOC108771676) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_02596	374	1	Homo sapiens arylformamidase (AFMID) transcript variant mRNA	kynurenine formamidase isoform X2	gi|795505005|ref|XP_011897656.1|PREDICTED: kynurenine formamidase isoform X3 [Cercocebus atys]	KFA_HUMAN Kynurenine formamidase OS=Homo sapiens GN=AFMID PE=2 SV=2	none	blasted	no	No	Allergenic	unique	P:tryptophan catabolic process; C:cytoplasm; F:hydrolase activity	none	no	contaminant
SSAE_02597	482	3	Filimonas lacunae complete strain: NBRC 104114	type IX secretion system membrane family	gi|1190624965|gb|OSZ82555.1|hypothetical protein CAP35_04615 [Chitinophagaceae bacterium IBVUCB1]	NA	SH2B adapter protein 2	blasted	no	No	Allergenic	unique	none	none	no	Allergenic unique  
SSAE_02598	832	2	Pseudomyrmex gracilis uncharacterized LOC109852102 (LOC109852102) transcript variant mRNA	golgin subfamily A member 6 6	gi|322792619|gb|EFZ16514.1|hypothetical protein SINV_07801, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	P:proteolysis; F:serine-type endopeptidase activity	Acting on peptide bonds (peptidases)	no	Allergenic conserved Acting on peptide bonds (peptidases) 
